store_id,promo_id,start_date,end_date
STR_005,PRM_005,2023-02-15,2023-02-26
STR_005,PRM_006,2023-03-05,2023-03-19
STR_005,PRM_003,2023-04-02,2023-04-08
STR_005,PRM_001,2023-05-09,2023-05-19
STR_005,PRM_003,2023-06-18,2023-07-01
STR_005,PRM_004,2023-08-03,2023-08-09
STR_005,PRM_002,2023-09-19,2023-10-04
STR_005,PRM_001,2023-10-03,2023-10-07
STR_005,PRM_001,2023-11-12,2023-11-22
STR_005,PRM_001,2023-12-12,2023-12-17
STR_005,PRM_002,2024-01-06,2024-01-13
STR_005,PRM_005,2024-02-09,2024-02-17
STR_005,PRM_003,2024-03-02,2024-03-15
STR_005,PRM_004,2024-06-03,2024-06-09
STR_005,PRM_005,2024-07-14,2024-07-22
STR_005,PRM_001,2024-09-19,2024-09-25
STR_005,PRM_002,2024-10-02,2024-10-08
STR_005,PRM_001,2025-01-06,2025-01-14
STR_005,PRM_006,2025-03-17,2025-03-31
STR_005,PRM_004,2025-05-14,2025-05-24
STR_005,PRM_003,2025-07-08,2025-07-22
STR_005,PRM_003,2025-08-05,2025-08-20
STR_005,PRM_004,2025-09-17,2025-09-26
STR_005,PRM_001,2025-12-05,2025-12-12
STR_006,PRM_004,2021-02-11,2021-02-15
STR_006,PRM_003,2021-03-07,2021-03-22
STR_006,PRM_006,2021-05-01,2021-05-08
STR_006,PRM_004,2021-06-11,2021-06-26
STR_006,PRM_004,2021-07-04,2021-07-14
STR_006,PRM_005,2021-08-10,2021-08-22
STR_006,PRM_004,2021-10-15,2021-10-28
STR_006,PRM_004,2021-12-07,2021-12-14
STR_006,PRM_002,2022-01-10,2022-01-22
STR_006,PRM_002,2022-03-08,2022-03-18
STR_006,PRM_004,2022-05-10,2022-05-16
STR_006,PRM_006,2022-06-07,2022-06-13
STR_006,PRM_002,2022-08-07,2022-08-12
STR_006,PRM_002,2022-09-04,2022-09-16
STR_006,PRM_003,2022-11-10,2022-11-13
STR_006,PRM_003,2022-12-12,2022-12-16
STR_006,PRM_003,2023-03-16,2023-03-27
STR_006,PRM_002,2023-07-10,2023-07-16
STR_006,PRM_003,2023-08-11,2023-08-24
STR_006,PRM_003,2023-10-01,2023-10-11
STR_006,PRM_006,2023-12-12,2023-12-19
STR_006,PRM_006,2024-02-13,2024-02-23
STR_006,PRM_006,2024-03-17,2024-03-28
STR_006,PRM_001,2024-04-14,2024-04-26
STR_006,PRM_004,2024-05-12,2024-05-27
STR_006,PRM_004,2024-07-06,2024-07-21
STR_006,PRM_005,2024-08-06,2024-08-19
STR_006,PRM_004,2024-09-02,2024-09-14
STR_006,PRM_001,2024-10-10,2024-10-20
STR_006,PRM_002,2024-11-04,2024-11-15
STR_006,PRM_003,2024-12-12,2024-12-17
STR_006,PRM_006,2025-01-06,2025-01-18
STR_006,PRM_005,2025-02-07,2025-02-11
STR_006,PRM_001,2025-03-15,2025-03-18
STR_006,PRM_003,2025-04-17,2025-04-20
STR_006,PRM_006,2025-05-04,2025-05-17
STR_006,PRM_001,2025-06-13,2025-06-26
STR_006,PRM_005,2025-09-15,2025-09-25
STR_006,PRM_005,2025-10-16,2025-10-31
STR_006,PRM_005,2025-12-08,2025-12-20
STR_007,PRM_005,2021-01-19,2021-01-25
STR_007,PRM_001,2021-02-16,2021-03-03
STR_007,PRM_003,2021-06-01,2021-06-05
STR_007,PRM_001,2021-07-12,2021-07-17
STR_007,PRM_004,2021-08-04,2021-08-12
STR_007,PRM_001,2021-09-06,2021-09-11
STR_007,PRM_005,2021-10-03,2021-10-07
STR_007,PRM_003,2021-11-10,2021-11-22
STR_007,PRM_006,2021-12-07,2021-12-16
STR_007,PRM_002,2022-01-17,2022-01-22
STR_007,PRM_006,2022-02-05,2022-02-14
STR_007,PRM_002,2022-06-15,2022-06-25
STR_007,PRM_006,2022-07-10,2022-07-17
STR_007,PRM_006,2022-10-04,2022-10-16
STR_007,PRM_004,2022-11-08,2022-11-22
STR_007,PRM_001,2023-01-03,2023-01-06
STR_007,PRM_003,2023-04-01,2023-04-12
STR_007,PRM_001,2023-07-14,2023-07-17
STR_007,PRM_003,2023-08-04,2023-08-14
STR_007,PRM_006,2023-10-07,2023-10-15
STR_007,PRM_002,2023-11-01,2023-11-16
STR_007,PRM_006,2023-12-10,2023-12-24
STR_007,PRM_003,2024-01-19,2024-01-28
STR_007,PRM_001,2024-02-16,2024-02-24
STR_007,PRM_004,2024-03-08,2024-03-19
STR_007,PRM_003,2024-04-09,2024-04-16
STR_007,PRM_004,2024-05-16,2024-05-31
STR_007,PRM_003,2024-06-17,2024-06-20
STR_007,PRM_002,2024-07-02,2024-07-17
STR_007,PRM_005,2024-08-01,2024-08-15
STR_007,PRM_004,2024-09-20,2024-09-25
STR_007,PRM_003,2024-10-13,2024-10-25
STR_007,PRM_004,2024-11-18,2024-11-29
STR_007,PRM_002,2024-12-08,2024-12-19
STR_007,PRM_004,2025-01-15,2025-01-20
STR_007,PRM_002,2025-02-06,2025-02-20
STR_007,PRM_006,2025-04-15,2025-04-18
STR_007,PRM_001,2025-06-19,2025-06-27
STR_007,PRM_006,2025-07-11,2025-07-26
STR_007,PRM_001,2025-08-20,2025-08-27
STR_007,PRM_005,2025-09-07,2025-09-10
STR_007,PRM_006,2025-10-06,2025-10-16
STR_007,PRM_004,2025-11-04,2025-11-17
STR_008,PRM_006,2021-01-02,2021-01-06
STR_008,PRM_003,2021-02-17,2021-03-02
STR_008,PRM_001,2021-03-14,2021-03-27
STR_008,PRM_001,2021-04-05,2021-04-11
STR_008,PRM_003,2021-05-09,2021-05-21
STR_008,PRM_006,2021-07-20,2021-08-02
STR_008,PRM_002,2021-08-01,2021-08-05
STR_008,PRM_003,2021-11-04,2021-11-13
STR_008,PRM_002,2022-03-10,2022-03-15
STR_008,PRM_004,2022-05-06,2022-05-15
STR_008,PRM_002,2022-06-12,2022-06-24
STR_008,PRM_003,2022-07-08,2022-07-16
STR_008,PRM_005,2022-08-06,2022-08-18
STR_008,PRM_001,2022-12-04,2022-12-13
STR_008,PRM_001,2023-01-20,2023-02-03
STR_008,PRM_005,2023-02-03,2023-02-11
STR_008,PRM_004,2023-03-05,2023-03-20
STR_008,PRM_004,2023-04-02,2023-04-08
STR_008,PRM_006,2023-05-02,2023-05-08
STR_008,PRM_004,2023-06-10,2023-06-23
STR_008,PRM_005,2023-08-06,2023-08-19
STR_008,PRM_003,2023-09-03,2023-09-06
STR_008,PRM_005,2023-10-15,2023-10-23
STR_008,PRM_002,2023-11-05,2023-11-13
STR_008,PRM_003,2023-12-06,2023-12-21
STR_008,PRM_003,2024-02-09,2024-02-15
STR_008,PRM_001,2024-04-14,2024-04-25
STR_008,PRM_003,2024-06-18,2024-07-02
STR_008,PRM_002,2024-08-03,2024-08-08
STR_008,PRM_005,2024-09-15,2024-09-28
STR_008,PRM_001,2024-12-15,2024-12-24
STR_008,PRM_006,2025-01-04,2025-01-19
STR_008,PRM_003,2025-02-01,2025-02-07
STR_008,PRM_006,2025-04-20,2025-04-26
STR_008,PRM_005,2025-05-04,2025-05-10
STR_008,PRM_001,2025-06-05,2025-06-18
STR_008,PRM_001,2025-07-09,2025-07-23
STR_008,PRM_001,2025-08-13,2025-08-23
STR_008,PRM_005,2025-09-19,2025-09-28
STR_008,PRM_006,2025-10-13,2025-10-21
STR_008,PRM_005,2025-11-12,2025-11-24
STR_008,PRM_002,2025-12-04,2025-12-17
STR_009,PRM_005,2021-02-15,2021-02-20
STR_009,PRM_003,2021-03-04,2021-03-07
STR_009,PRM_001,2021-05-13,2021-05-26
STR_009,PRM_006,2021-07-07,2021-07-14
STR_009,PRM_003,2021-08-13,2021-08-16
STR_009,PRM_003,2021-10-13,2021-10-18
STR_009,PRM_006,2021-11-06,2021-11-18
STR_009,PRM_005,2022-01-12,2022-01-23
STR_009,PRM_001,2022-02-03,2022-02-11
STR_009,PRM_001,2022-03-08,2022-03-14
STR_009,PRM_001,2022-04-05,2022-04-19
STR_009,PRM_001,2022-05-07,2022-05-11
STR_009,PRM_006,2022-07-18,2022-07-25
STR_009,PRM_005,2022-10-15,2022-10-22
STR_009,PRM_003,2022-11-16,2022-11-23
STR_009,PRM_005,2022-12-14,2022-12-18
STR_009,PRM_001,2023-01-12,2023-01-17
STR_009,PRM_003,2023-02-14,2023-02-21
STR_009,PRM_004,2023-04-03,2023-04-14
STR_009,PRM_001,2023-05-14,2023-05-20
STR_009,PRM_003,2023-07-10,2023-07-15
STR_009,PRM_005,2023-08-13,2023-08-16
STR_009,PRM_003,2023-09-01,2023-09-11
STR_009,PRM_001,2023-10-17,2023-10-26
STR_009,PRM_002,2024-01-10,2024-01-23
STR_009,PRM_004,2024-03-06,2024-03-15
STR_009,PRM_004,2024-04-20,2024-05-03
STR_009,PRM_001,2024-06-12,2024-06-26
STR_009,PRM_005,2024-07-04,2024-07-17
STR_009,PRM_002,2024-08-09,2024-08-20
STR_009,PRM_002,2024-09-02,2024-09-13
STR_009,PRM_004,2024-10-07,2024-10-21
STR_009,PRM_002,2024-11-07,2024-11-11
STR_009,PRM_002,2025-01-08,2025-01-22
STR_009,PRM_001,2025-02-15,2025-02-21
STR_009,PRM_006,2025-03-19,2025-03-28
STR_009,PRM_006,2025-04-20,2025-04-29
STR_009,PRM_006,2025-05-04,2025-05-14
STR_009,PRM_003,2025-06-11,2025-06-25
STR_009,PRM_004,2025-09-16,2025-09-22
STR_009,PRM_006,2025-11-20,2025-12-05
STR_010,PRM_003,2021-01-07,2021-01-14
STR_010,PRM_005,2021-02-02,2021-02-13
STR_010,PRM_004,2021-03-13,2021-03-20
STR_010,PRM_003,2021-04-11,2021-04-24
STR_010,PRM_003,2021-05-05,2021-05-09
STR_010,PRM_003,2021-06-07,2021-06-18
STR_010,PRM_006,2021-07-18,2021-07-27
STR_010,PRM_003,2021-08-07,2021-08-21
STR_010,PRM_003,2021-09-06,2021-09-15
STR_010,PRM_001,2021-12-14,2021-12-29
STR_010,PRM_003,2022-01-11,2022-01-23
STR_010,PRM_003,2022-03-11,2022-03-14
STR_010,PRM_006,2022-05-09,2022-05-14
STR_010,PRM_002,2022-06-19,2022-07-03
STR_010,PRM_003,2022-07-08,2022-07-20
STR_010,PRM_005,2022-08-05,2022-08-15
STR_010,PRM_004,2022-10-06,2022-10-10
STR_010,PRM_005,2022-11-07,2022-11-20
STR_010,PRM_003,2022-12-01,2022-12-14
STR_010,PRM_006,2023-03-06,2023-03-19
STR_010,PRM_001,2023-04-17,2023-04-21
STR_010,PRM_003,2023-06-15,2023-06-27
STR_010,PRM_001,2023-07-04,2023-07-19
STR_010,PRM_002,2023-09-12,2023-09-18
STR_010,PRM_003,2023-10-19,2023-10-27
STR_010,PRM_003,2023-11-05,2023-11-15
STR_010,PRM_001,2023-12-10,2023-12-16
STR_010,PRM_004,2024-01-06,2024-01-11
STR_010,PRM_003,2024-02-04,2024-02-13
STR_010,PRM_003,2024-03-14,2024-03-20
STR_010,PRM_001,2024-05-16,2024-05-31
STR_010,PRM_005,2024-10-03,2024-10-18
STR_010,PRM_005,2024-11-05,2024-11-08
STR_010,PRM_005,2024-12-14,2024-12-27
STR_010,PRM_005,2025-01-06,2025-01-12
STR_010,PRM_006,2025-02-16,2025-02-25
STR_010,PRM_003,2025-04-15,2025-04-28
STR_010,PRM_003,2025-05-10,2025-05-18
STR_010,PRM_006,2025-06-19,2025-07-03
STR_010,PRM_001,2025-07-09,2025-07-20
STR_010,PRM_003,2025-08-09,2025-08-23
STR_010,PRM_005,2025-09-19,2025-10-02
STR_010,PRM_006,2025-10-08,2025-10-16
STR_011,PRM_004,2021-01-16,2021-01-26
STR_011,PRM_003,2021-02-19,2021-03-04
STR_011,PRM_002,2021-03-20,2021-03-24
STR_011,PRM_002,2021-04-01,2021-04-06
STR_011,PRM_001,2021-05-04,2021-05-10
STR_011,PRM_002,2021-06-19,2021-07-03
STR_011,PRM_001,2021-07-09,2021-07-18
STR_011,PRM_005,2021-08-12,2021-08-18
STR_011,PRM_005,2021-09-07,2021-09-14
STR_011,PRM_002,2021-11-17,2021-11-20
STR_011,PRM_001,2022-04-07,2022-04-15
STR_011,PRM_006,2022-05-17,2022-05-22
STR_011,PRM_002,2022-06-19,2022-06-30
STR_011,PRM_006,2022-07-10,2022-07-24
STR_011,PRM_004,2022-08-10,2022-08-19
STR_011,PRM_002,2022-09-19,2022-10-04
STR_011,PRM_002,2022-10-03,2022-10-17
STR_011,PRM_002,2022-11-11,2022-11-23
STR_011,PRM_003,2023-02-13,2023-02-28
STR_011,PRM_003,2023-03-15,2023-03-29
STR_011,PRM_002,2023-04-18,2023-04-28
STR_011,PRM_004,2023-05-11,2023-05-21
STR_011,PRM_005,2023-06-13,2023-06-16
STR_011,PRM_003,2023-07-17,2023-07-23
STR_011,PRM_006,2023-09-14,2023-09-17
STR_011,PRM_005,2023-12-05,2023-12-11
STR_011,PRM_003,2024-01-15,2024-01-24
STR_011,PRM_005,2024-04-03,2024-04-11
STR_011,PRM_001,2024-08-14,2024-08-20
STR_011,PRM_004,2024-09-15,2024-09-24
STR_011,PRM_001,2024-10-19,2024-10-24
STR_011,PRM_005,2024-11-02,2024-11-08
STR_011,PRM_006,2024-12-06,2024-12-12
STR_011,PRM_002,2025-01-07,2025-01-11
STR_011,PRM_002,2025-02-05,2025-02-08
STR_011,PRM_004,2025-03-01,2025-03-13
STR_011,PRM_002,2025-04-04,2025-04-07
STR_011,PRM_002,2025-05-04,2025-05-19
STR_011,PRM_002,2025-06-15,2025-06-23
STR_011,PRM_004,2025-09-12,2025-09-16
STR_011,PRM_006,2025-10-19,2025-10-29
STR_011,PRM_003,2025-12-20,2025-12-30
STR_012,PRM_004,2021-02-20,2021-03-02
STR_012,PRM_004,2021-03-20,2021-04-02
STR_012,PRM_004,2021-06-11,2021-06-14
STR_012,PRM_003,2021-07-13,2021-07-17
STR_012,PRM_006,2021-10-13,2021-10-23
STR_012,PRM_005,2022-01-10,2022-01-23
STR_012,PRM_003,2022-03-03,2022-03-09
STR_012,PRM_001,2022-04-06,2022-04-10
STR_012,PRM_003,2022-05-10,2022-05-14
STR_012,PRM_005,2022-06-12,2022-06-18
STR_012,PRM_004,2022-08-07,2022-08-15
STR_012,PRM_006,2022-10-18,2022-11-02
STR_012,PRM_006,2023-02-03,2023-02-10
STR_012,PRM_004,2023-06-12,2023-06-22
STR_012,PRM_004,2023-07-18,2023-07-22
STR_012,PRM_003,2023-08-10,2023-08-25
STR_012,PRM_005,2023-09-14,2023-09-17
STR_012,PRM_005,2023-10-13,2023-10-24
STR_012,PRM_005,2024-01-06,2024-01-10
STR_012,PRM_002,2024-03-13,2024-03-18
STR_012,PRM_004,2024-04-10,2024-04-22
STR_012,PRM_001,2024-06-07,2024-06-22
STR_012,PRM_002,2024-07-05,2024-07-17
STR_012,PRM_004,2024-08-20,2024-08-28
STR_012,PRM_001,2024-09-04,2024-09-19
STR_012,PRM_003,2024-10-04,2024-10-17
STR_012,PRM_004,2024-11-15,2024-11-30
STR_012,PRM_001,2025-01-15,2025-01-20
STR_012,PRM_001,2025-02-20,2025-02-28
STR_012,PRM_004,2025-03-15,2025-03-23
STR_012,PRM_003,2025-04-11,2025-04-17
STR_012,PRM_005,2025-05-04,2025-05-12
STR_012,PRM_006,2025-06-04,2025-06-11
STR_012,PRM_005,2025-07-06,2025-07-09
STR_012,PRM_003,2025-11-14,2025-11-23
STR_012,PRM_003,2025-12-16,2025-12-29
STR_013,PRM_001,2021-02-08,2021-02-21
STR_013,PRM_005,2021-03-03,2021-03-15
STR_013,PRM_001,2021-04-17,2021-04-22
STR_013,PRM_001,2021-05-04,2021-05-10
STR_013,PRM_006,2021-08-03,2021-08-16
STR_013,PRM_004,2021-09-20,2021-09-28
STR_013,PRM_005,2021-10-10,2021-10-24
STR_013,PRM_005,2021-12-15,2021-12-26
STR_013,PRM_003,2022-01-09,2022-01-22
STR_013,PRM_005,2022-03-02,2022-03-11
STR_013,PRM_004,2022-05-06,2022-05-12
STR_013,PRM_005,2022-06-01,2022-06-15
STR_013,PRM_002,2022-07-14,2022-07-28
STR_013,PRM_002,2022-10-01,2022-10-15
STR_013,PRM_004,2022-11-20,2022-12-01
STR_013,PRM_001,2023-01-01,2023-01-12
STR_013,PRM_006,2023-02-09,2023-02-20
STR_013,PRM_003,2023-03-01,2023-03-16
STR_013,PRM_004,2023-05-17,2023-05-29
STR_013,PRM_003,2023-06-14,2023-06-18
STR_013,PRM_005,2023-07-16,2023-07-31
STR_013,PRM_005,2023-08-04,2023-08-15
STR_013,PRM_003,2023-10-05,2023-10-18
STR_013,PRM_003,2023-11-18,2023-11-30
STR_013,PRM_005,2023-12-09,2023-12-23
STR_013,PRM_005,2024-03-18,2024-03-22
STR_013,PRM_005,2024-04-08,2024-04-17
STR_013,PRM_003,2024-09-01,2024-09-10
STR_013,PRM_004,2024-11-16,2024-11-20
STR_013,PRM_002,2025-01-02,2025-01-14
STR_013,PRM_002,2025-02-10,2025-02-25
STR_013,PRM_002,2025-03-16,2025-03-26
STR_013,PRM_001,2025-06-06,2025-06-10
STR_013,PRM_006,2025-07-11,2025-07-15
STR_013,PRM_002,2025-08-05,2025-08-15
STR_013,PRM_003,2025-09-18,2025-09-22
STR_013,PRM_002,2025-10-13,2025-10-18
STR_013,PRM_001,2025-11-15,2025-11-20
STR_013,PRM_001,2025-12-01,2025-12-06
STR_014,PRM_004,2021-02-19,2021-03-01
STR_014,PRM_006,2021-04-11,2021-04-14
STR_014,PRM_005,2021-05-18,2021-05-24
STR_014,PRM_003,2021-06-02,2021-06-07
STR_014,PRM_004,2021-11-18,2021-11-28
STR_014,PRM_006,2021-12-18,2021-12-28
STR_014,PRM_001,2022-01-08,2022-01-17
STR_014,PRM_003,2022-02-13,2022-02-17
STR_014,PRM_006,2022-04-20,2022-04-24
STR_014,PRM_004,2022-05-05,2022-05-20
STR_014,PRM_004,2022-06-06,2022-06-19
STR_014,PRM_002,2022-07-08,2022-07-19
STR_014,PRM_003,2022-09-06,2022-09-17
STR_014,PRM_006,2022-10-03,2022-10-15
STR_014,PRM_003,2022-11-06,2022-11-20
STR_014,PRM_004,2023-01-11,2023-01-17
STR_014,PRM_004,2023-03-18,2023-03-30
