store_id,year,month,total_sales,total_transactions,total_items,city,state,location_type,store_format,store_size_sqft,launch_date,competition_density,avg_monthly_footfall,avg_monthly_sales,zone,days_festive,days_festival_named,days_weekend,days_in_month,days_BOGO,days_Flat_50,days_Kids_Special,days_Summer_Sale,days_Festive_Bonanza,days_Clearance
STR_001,2024,3,9448027.16,1792,5474,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,1,1,10,31,0,0,0,0,0,0
STR_001,2024,4,9344850.63,1764,5397,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,1,1,8,30,0,0,0,0,0,0
STR_001,2024,5,8468740.19,1733,5297,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,8,31,14,0,0,0,0,0
STR_001,2024,6,9206182.75,1764,5357,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,10,30,0,0,0,0,10,0
STR_001,2024,7,8892594.25,1667,5077,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,8,31,0,0,0,11,0,0
STR_001,2024,8,10184772.79,1879,5821,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,1,1,9,31,0,0,0,0,0,0
STR_001,2024,9,9115213.83,1679,5234,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,9,30,0,0,0,0,0,0
STR_001,2024,10,10045255.73,1859,5817,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,2,2,8,31,0,0,0,0,12,0
STR_001,2024,11,8985475.1,1692,5092,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,9,30,0,5,0,0,0,0
STR_001,2024,12,10072858.82,1882,5809,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,1,1,9,31,0,0,0,0,0,0
STR_001,2025,1,9660390.84,1796,5597,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,2,2,8,31,0,0,0,15,0,0
STR_001,2025,2,7944025.71,1535,4612,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,8,28,0,0,0,14,0,0
STR_001,2025,3,10176960.12,1904,5815,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,2,2,10,31,0,0,0,0,0,0
STR_001,2025,4,8611016.28,1652,4919,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,8,30,0,0,0,0,0,4
STR_001,2025,5,9588784.96,1789,5481,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,9,31,0,0,5,0,0,0
STR_001,2025,6,9001033.88,1735,5219,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,9,30,0,0,0,0,15,0
STR_001,2025,7,9232166.81,1818,5387,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,8,31,0,0,8,0,0,0
STR_001,2025,8,9623205.92,1776,5599,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,1,1,10,31,0,0,16,0,0,0
STR_001,2025,9,8781285.37,1679,5117,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,8,30,0,0,11,0,0,0
STR_001,2025,10,9884549.87,1841,5714,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,2,2,8,31,0,0,0,0,0,0
STR_001,2025,11,9042064.5,1732,5280,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,0,0,10,30,0,0,15,0,0,0
STR_001,2025,12,8619410.84,1794,5402,Ahmedabad,Gujarat,Rural,Medium High-Street,5000,2018-02-12,5,5457,7442362,West,1,1,8,31,13,0,0,0,0,0
STR_002,2021,1,25876310.3,3937,15721,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,2,2,10,31,5,0,0,0,0,0
STR_002,2021,2,20639504.47,3287,12955,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,28,11,0,0,0,0,0
STR_002,2021,3,24740023.63,3541,14101,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,31,0,0,0,0,0,0
STR_002,2021,4,22951563.67,3294,13193,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,30,0,0,8,0,0,0
STR_002,2021,5,26141942.77,3780,15051,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,10,31,0,0,0,0,10,0
STR_002,2021,6,24660462.0,3606,14167,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,30,0,0,0,0,12,0
STR_002,2021,7,26072212.67,3745,14988,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,9,31,0,4,0,0,0,0
STR_002,2021,8,25350354.81,3691,14942,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,9,31,0,0,0,0,0,14
STR_002,2021,9,23712141.22,3484,13650,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,30,0,0,5,0,0,0
STR_002,2021,10,26175049.1,3742,14871,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,10,31,0,0,4,0,0,0
STR_002,2021,11,24935764.1,3607,14324,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,30,0,0,0,0,0,0
STR_002,2021,12,23546608.21,3496,13971,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,31,0,11,0,0,0,0
STR_002,2022,1,27655798.12,3949,15742,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,2,2,10,31,0,0,0,0,0,0
STR_002,2022,2,21611140.72,3178,12480,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,28,0,0,0,6,0,0
STR_002,2022,3,24550941.83,3676,14328,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,31,0,0,0,7,0,0
STR_002,2022,4,20755183.71,3397,13310,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,9,30,16,0,0,0,0,0
STR_002,2022,5,24584946.12,3722,14780,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,9,31,7,0,0,0,0,0
STR_002,2022,6,23839611.07,3464,13434,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,30,0,0,0,0,0,0
STR_002,2022,7,24291826.64,3467,13780,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,10,31,0,0,0,0,6,0
STR_002,2022,8,23785668.43,3657,14362,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,31,0,13,0,0,0,0
STR_002,2022,9,22536430.17,3356,13157,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,30,0,3,0,4,0,0
STR_002,2022,10,25622813.35,3714,14917,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,2,2,10,31,0,0,0,0,0,12
STR_002,2022,11,22294248.21,3288,12859,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,30,0,0,9,0,0,0
STR_002,2022,12,26635552.52,3781,15133,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,9,31,0,0,0,0,0,0
STR_002,2023,1,26261925.93,3760,15079,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,2,2,9,31,0,0,0,0,0,0
STR_002,2023,2,20360955.78,3041,11796,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,28,0,0,0,0,13,0
STR_002,2023,3,25241051.59,3652,14503,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,31,0,0,0,11,0,0
STR_002,2023,4,25732222.26,3726,14866,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,10,30,0,0,0,0,0,8
STR_002,2023,5,23957855.86,3548,13820,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,31,0,0,9,0,0,0
STR_002,2023,6,21443442.22,3295,13030,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,30,8,0,0,0,0,0
STR_002,2023,7,21861137.38,3514,13808,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,10,31,14,0,0,0,0,0
STR_002,2023,8,24311086.23,3502,13797,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,31,0,0,0,0,0,0
STR_002,2023,9,22783318.13,3479,13577,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,9,30,0,11,0,0,0,0
STR_002,2023,10,23062069.35,3588,14153,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,9,31,12,2,0,0,0,0
STR_002,2023,11,23701607.92,3467,13518,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,30,0,0,0,0,0,0
STR_002,2023,12,25910021.36,3793,14941,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,10,31,0,0,0,9,0,0
STR_002,2024,1,22598999.34,3525,14133,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,2,2,8,31,12,0,0,0,0,0
STR_002,2024,2,22199590.11,3272,12579,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,29,0,0,0,0,0,0
STR_002,2024,3,26098686.11,3825,15055,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,10,31,0,0,13,0,0,0
STR_002,2024,4,23689968.28,3493,13831,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,30,0,0,13,0,0,0
STR_002,2024,5,23732303.99,3504,13692,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,31,0,0,1,0,10,0
STR_002,2024,6,23193599.26,3403,13478,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,10,30,0,0,0,0,0,0
STR_002,2024,7,22591966.25,3489,13607,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,31,7,0,0,0,0,0
STR_002,2024,8,24863501.02,3611,14270,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,9,31,0,0,0,0,0,4
STR_002,2024,9,23330471.44,3395,13245,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,9,30,0,0,0,0,0,0
STR_002,2024,10,23349435.14,3543,14280,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,2,2,8,31,11,0,0,0,0,0
STR_002,2024,11,23915922.62,3504,13646,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,9,30,0,0,0,0,0,0
STR_002,2024,12,25493711.68,3693,14672,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,9,31,0,0,0,5,0,0
STR_002,2025,1,26268206.93,3789,15214,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,2,2,8,31,0,0,0,10,0,0
STR_002,2025,2,21099736.34,3193,12427,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,28,0,7,0,0,0,0
STR_002,2025,3,26923655.24,3878,15440,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,2,2,10,31,0,0,0,0,9,0
STR_002,2025,4,22833389.13,3375,13150,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,30,0,0,12,0,0,0
STR_002,2025,5,23474239.12,3503,13524,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,9,31,0,5,0,0,0,0
STR_002,2025,6,23262474.8,3442,13496,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,9,30,0,0,0,15,0,0
STR_002,2025,7,23351157.85,3452,13581,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,31,0,0,0,0,0,9
STR_002,2025,8,25709301.13,3678,14615,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,10,31,0,0,0,0,0,0
STR_002,2025,9,22985826.37,3375,13215,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,8,30,0,0,8,0,0,0
STR_002,2025,10,24998383.81,3607,14224,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,2,2,8,31,0,0,0,0,0,0
STR_002,2025,11,22485087.4,3408,13232,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,0,0,10,30,0,0,0,0,0,15
STR_002,2025,12,24453184.08,3533,13970,Pune,Maharashtra,Suburban,Large Format,10000,2019-12-19,9,7825,11034832,South,1,1,8,31,0,0,0,0,0,0
STR_003,2021,1,10018543.39,1880,5867,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,2,2,10,31,0,0,0,13,0,0
STR_003,2021,2,8588234.86,1611,4842,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,28,0,0,0,0,0,0
STR_003,2021,3,9213805.06,1752,5360,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,8,31,0,0,0,0,0,12
STR_003,2021,4,9818736.18,1818,5650,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,30,0,0,0,0,9,0
STR_003,2021,5,10054859.31,1858,5791,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,10,31,0,0,0,0,0,0
STR_003,2021,6,9124613.77,1699,5151,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,30,0,0,12,0,0,0
STR_003,2021,7,9464594.96,1755,5354,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,9,31,0,0,3,0,0,0
STR_003,2021,8,10067487.13,1857,5789,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,9,31,0,0,6,0,0,0
STR_003,2021,9,8896075.6,1719,5198,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,30,0,0,0,11,0,0
STR_003,2021,10,9407422.93,1836,5623,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,10,31,0,16,0,2,0,0
STR_003,2021,11,9503905.0,1762,5469,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,8,30,0,0,0,0,0,0
STR_003,2021,12,9636230.51,1812,5618,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,8,31,0,0,13,0,0,0
STR_003,2022,1,10135696.24,1866,5778,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,2,2,10,31,0,0,0,0,0,0
STR_003,2022,2,8777426.37,1611,5008,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,28,0,0,7,0,0,0
STR_003,2022,3,9667912.03,1817,5716,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,8,31,0,0,0,0,0,14
STR_003,2022,4,9238170.45,1732,5292,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,9,30,0,0,0,0,0,0
STR_003,2022,5,9801166.29,1801,5554,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,9,31,0,0,0,0,0,0
STR_003,2022,6,8639750.68,1731,5250,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,30,0,16,0,0,0,0
STR_003,2022,7,9768375.09,1840,5602,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,10,31,0,0,0,0,0,0
STR_003,2022,8,9589203.87,1867,5806,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,8,31,8,0,0,0,0,0
STR_003,2022,9,9255584.15,1757,5356,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,30,0,0,0,0,0,0
STR_003,2022,10,10053069.6,1849,5773,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,2,2,10,31,0,0,0,0,0,6
STR_003,2022,11,8974327.99,1714,5267,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,30,0,0,0,0,0,8
STR_003,2022,12,10005850.48,1944,5973,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,9,31,0,13,0,0,0,0
STR_003,2023,1,9602140.09,1868,5868,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,2,2,9,31,9,0,0,0,0,0
STR_003,2023,2,8546145.51,1617,4989,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,28,0,0,0,8,0,0
STR_003,2023,3,8405962.48,1706,5266,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,8,31,14,0,0,0,0,0
STR_003,2023,4,9352574.37,1823,5543,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,10,30,0,10,0,0,0,0
STR_003,2023,5,8711451.11,1683,5104,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,31,0,0,0,12,0,0
STR_003,2023,6,8361113.2,1683,5130,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,8,30,9,0,0,0,0,0
STR_003,2023,7,9634943.18,1793,5572,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,10,31,0,0,0,0,9,0
STR_003,2023,8,9471577.09,1781,5430,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,8,31,0,0,0,0,0,0
STR_003,2023,9,9308706.81,1752,5419,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,0,0,9,30,0,0,0,0,11,0
STR_003,2023,10,9824841.12,1841,5676,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,9,31,0,0,14,0,3,0
STR_003,2023,11,9158375.0,1765,5516,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,8,30,0,9,0,0,0,0
STR_003,2023,12,10398250.6,1921,6022,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,1,1,10,31,0,0,15,0,0,0
STR_003,2024,1,10152258.95,1891,5784,Bangalore,Karnataka,Suburban,Medium High-Street,5000,2015-09-08,8,2577,3089775,West,2,2,8,31,0,0,0,0,0,0
